url,company,publishedAt,title,description
https://techcrunch.com/2025/10/04/startups-and-the-u-s-government-its-getting-complicated/,Apple,2025-10-04T19:12:28Z,Startups and the U.S. government: It's getting complicated | TechCrunch,"Equity co-hosts Anthony Ha, Kirsten Korosec, and Max Zeff explore the how startups are navigating a topsy-turvy relationship with the U.S. government."
https://techcrunch.com/2025/10/03/what-to-expect-at-openais-devday-2025-and-how-to-watch-it/,Apple,2025-10-03T19:38:11Z,"What to expect at OpenAI's DevDay 2025, and how to watch it | TechCrunch","OpenAI's third-ever developer conference is around the corner, and it's shaping up to be the company's biggest yet."
https://techcrunch.com/video/can-ai-companies-turn-brainrot-into-revenue/,Apple,2025-10-03T18:22:32Z,Can AI companies turn brainrot into revenue? | TechCrunch,Watch as Equity hosts break down how the government shutdown may threaten startups and why AI companies are scrambling to turn brainrot into revenue.
https://techcrunch.com/2025/10/03/apple-removes-iceblock-and-similar-tracking-apps-from-the-app-store/,Apple,2025-10-03T12:53:28Z,Apple removes ICEBlock and similar tracking apps from the App Store,"Apple has removed ICEBlock and other apps from its App Store that allow users to anonymously report sightings of U.S. Immigration and Customs Enforcement (ICE) agents, following pressure from the Trump administration."
https://techcrunch.com/2025/10/03/how-developers-are-using-apples-local-ai-models-with-ios-26/,Apple,2025-10-03T12:00:00Z,How developers are using Apple’s local AI models with iOS 26,"As iOS 26 is rolling out to all users, developers have been updating their apps to include features powered by Apple's local AI models."
https://www.cnbc.com/2025/10/03/apple-ice-app-trump-bondi.html,Apple,2025-10-03T01:20:51Z,Apple removes ICE tracking apps after Trump AG pressure,"""ICEBlock is designed to put ICE agents at risk just for doing their jobs,"" Attorney General Pam Bondi told Fox News Digital."
https://www.cnbc.com/2025/10/02/dan-ives-says-ai-related-ma-floodgates-are-about-to-open-here-are-his-takeover-picks.html,Apple,2025-10-02T18:55:51Z,Dan Ives says AI-related M&A 'floodgates' are about to open. Here are his takeover picks,Dan Ives flagged several companies poised to become acquisition targets as AI-related dealmaking starts to boom.
https://techcrunch.com/2025/10/02/perplexitys-comet-ai-browser-now-free-max-users-get-new-background-assistant/,Apple,2025-10-02T15:37:59Z,Perplexity’s Comet AI browser now free; Max users get new 'background assistant' | TechCrunch,"AI search startup Perplexity is making its new Comet browser available to everyone in the world for free as it works to position the product against big browsers and search engines. For certain paid subscribers, the startup has also launched a new ‘background…"
https://techcrunch.com/2025/10/02/apple-shelves-vision-pro-overhaul-to-focus-on-ai-glasses/,Apple,2025-10-02T14:06:13Z,Apple shelves Vision Pro overhaul to focus on AI glasses,Bloomberg reports that the tech giant is developing at least two types of smart glasses.
https://techcrunch.com/2025/10/02/perplexity-acquires-the-team-behind-sequioa-backed-ai-design-startup-visual-electric/,Apple,2025-10-02T13:16:36Z,Perplexity acquires the team behind Sequioa-backed AI design startup Visual Electric | TechCrunch,"Perplexity has acquired Visual Electric, an AI Design tool. Its team is going to lead a new agents experience group at Perplexity"
https://techcrunch.com/video/why-californias-new-ai-safety-law-succeeded-where-sb-1047-failed/,Apple,2025-10-01T18:33:09Z,Why California's new AI safety law succeeded where SB 1047 failed | TechCrunch,"Watch as Equity breaks down California's new AI transparency law, SB 53, including its whistleblower protections, safety reporting requirements, and why this bill succeeded where SB 1047 failed."
https://techcrunch.com/2025/10/01/waymo-can-keep-testing-robotaxis-in-nyc-until-end-of-2025/,Apple,2025-10-01T17:04:37Z,Waymo can keep testing robotaxis in NYC until end of 2025  | TechCrunch,"Waymo's permit to test autonomous vehicles in New York City has been extended to the end of the year, giving the company a few more months to make it big in the Big Apple."
https://techcrunch.com/2025/10/01/prickly-pear-health-will-showcase-how-its-helping-womens-brain-health-at-techcrunch-disrupt-2025/,Apple,2025-10-01T15:58:53Z,Prickly Pear Health will showcase how it's helping women's brain health at TechCrunch Disrupt 2025 | TechCrunch,"Prickly Pear Health provides medical support for women’s brain health, a voice-first, AI-powered companion that helps women in their 30s to 50s navigate the hormonal changes that affect brain health."
https://techcrunch.com/2025/10/01/uk-government-tries-again-to-access-encrypted-apple-customer-data-report/,Apple,2025-10-01T14:18:53Z,UK government tries again to access encrypted Apple customer data: report,"The U.K. Home Office is seeking access to Apple users’ encrypted iCloud backups for a second time, after an earlier attempt failed earlier this year."
https://www.cnbc.com/2025/10/01/peloton-revamps-equipment-raises-prices-ahead-of-holidays-.html,Apple,2025-10-01T11:00:01Z,"Peloton revamps equipment, launches commercial unit and raises prices ahead of holidays",Peloton is revamping its product assortment and raising prices for its subscription and hardware ahead of the holiday shopping season.
https://techcrunch.com/2025/10/01/epic-games-says-apples-new-install-process-cuts-user-drop-offs-by-60/,Apple,2025-10-01T09:00:00Z,Epic Games says Apple’s new install process cuts user drop-offs by 60%,"Fortnite maker Epic Games said that Apple’s new installation workflow, implemented in iOS 18.6, has had a positive impact on its user growth, with a 60% decrease in drop-offs. Apple started allowing EU users to install alternative marketplaces earlier this ye…"
https://www.cnbc.com/2025/09/30/best-value-colleges-wall-street-journal.html,Apple,2025-09-30T20:40:14Z,"These 10 colleges offer the best value in the U.S., says new report—only 1 is an Ivy League",The City University of New York network of colleges offer affordable attendance costs and strong career outcomes.
https://techcrunch.com/2025/09/30/nothing-launches-ai-tool-for-building-mini-apps-using-prompts/,Apple,2025-09-30T12:31:49Z,Nothing launches AI tool for building mini apps using prompts,"Nothing on Monday revealed Playground, an AI tool that lets users create apps with simple text prompts and deploy them to a platform of sorts known as Essential Apps."
https://www.cnbc.com/2025/09/30/5-things-to-know-before-the-stock-market-opens.html,Apple,2025-09-30T12:16:29Z,5 things to know before the stock market opens Tuesday,Here are five key things investors need to know to start the trading day.
https://www.cnbc.com/2025/09/30/arianna-huffington-burnout-success-health-work-life-balance.html,Apple,2025-09-30T10:13:05Z,"Stop overworking yourself before it's too late, says Arianna Huffington. It's no sign of success",Arianna Huffington worked so hard that burnout almost killed her. She now knows there's a better model to achieve success.
https://www.cnbc.com/2025/09/30/changemakers-list-2026-women-leaders-business.html,Apple,2025-09-30T10:00:01Z,2026 CNBC Changemakers: Why women business leaders on our annual list are more important than ever,"The search for CNBC 2026 Changemakers is underway, and women transforming business are more important than ever with a C-suite gender gap that remains wide."
https://www.cnbc.com/2025/09/30/taiwan-should-only-produce-half-of-americas-chips-says-us-commerce-chief.html,Apple,2025-09-30T04:42:29Z,"Taiwan should only produce half of America’s chips, says U.S. Commerce Secretary Howard Lutnick",The Trump administration is pushing Taipei to shift investment and chip production to the U.S. so that half of U.S. chip demand is manufactured locally.
https://www.cnbc.com/2025/09/29/jim-cramer-explains-why-he-thinks-the-ai-boom-is-different-than-the-dotcom-bubble.html,Apple,2025-09-29T23:10:07Z,Jim Cramer explains why he thinks the AI boom is different than the dotcom bubble,CNBC's Jim Cramer on Monday pushed back against the narrative that Wall Street's fervor for artificial intelligence is the same as the dotcom bubble of 2000.
https://techcrunch.com/2025/09/29/deepseek-everything-you-need-to-know-about-the-ai-chatbot-app/,Apple,2025-09-29T21:00:16Z,DeepSeek: Everything you need to know about the AI chatbot app | TechCrunch,DeepSeek has gone viral. Chinese AI lab DeepSeek broke into the mainstream consciousness this week after its chatbot app rose to the top of the Apple
https://techcrunch.com/2025/09/29/openai-takes-on-google-amazon-with-new-agentic-shopping-system/,Apple,2025-09-29T19:34:33Z,"OpenAI takes on Google, Amazon with new agentic shopping system | TechCrunch","This type of frictionless experience has the potential to spark a new movement in how people shop online – one that moves away from search engines like Google and e-commerce platforms like Amazon towards conversational agents with curated recommendations, com…"
https://techcrunch.com/2025/09/29/anthropic-launches-claude-sonnet-4-5-its-best-ai-model-for-coding/,Apple,2025-09-29T17:03:38Z,"Anthropic launches Claude Sonnet 4.5, its best AI model for coding | TechCrunch","Anthropic says its new AI model is robust enough to build production-ready applications, rather than just prototypes."
https://www.cnbc.com/2025/09/29/trump-zohran-mamdani-eric-adams-new-york-mayor.html,Apple,2025-09-29T16:36:18Z,Trump bashes Zohran Mamdani after Eric Adams drops out of New York mayor's race,"Democratic nominee Zohran Mamdani has consistently led polls in the contest, where his strongest opponent is former New York Gov. Andrew Cuomo."
https://www.cnbc.com/2025/09/28/5-takeaways-from-cnbcs-investigation-into-nudify-apps-and-sites.html,Apple,2025-09-28T12:00:01Z,5 takeaways from CNBC’s investigation into 'nudify' apps and sites,"CNBC investigated ""nudify"" apps and how a group of friends became key figures in the fight against nonconsensual, AI-generated porn."
https://www.cnbc.com/2025/10/04/urenco-centrus-orano-enriched-uranium-nuclear-russia-ai-data-center.html,Meta,2025-10-04T12:40:09Z,Inside the uranium plant at the center of U.S. plans to expand nuclear power,Urenco operates the only uranium enrichment plant in the U.S. It is boosting production as the U.S. bans Russian fuel at the same time nuclear demand grows.
https://www.cnbc.com/2025/10/03/perplexity-ceo-comet-ai-browser-hiring-gdp.html,Meta,2025-10-03T20:10:02Z,Perplexity CEO: Comet AI browser can boost productivity so companies won't have to hire more people,"Chicago Fed Austan Goolsbee agreed that AI could be a boon to the GDP, but cautioned about over-investment."
https://techcrunch.com/2025/10/03/what-to-expect-at-openais-devday-2025-and-how-to-watch-it/,Meta,2025-10-03T19:38:11Z,"What to expect at OpenAI's DevDay 2025, and how to watch it | TechCrunch","OpenAI's third-ever developer conference is around the corner, and it's shaping up to be the company's biggest yet."
https://techcrunch.com/2025/10/03/how-developers-are-using-apples-local-ai-models-with-ios-26/,Meta,2025-10-03T12:00:00Z,How developers are using Apple’s local AI models with iOS 26,"As iOS 26 is rolling out to all users, developers have been updating their apps to include features powered by Apple's local AI models."
https://www.cnbc.com/2025/10/02/openai-invite-code-sora-2-censorship.html,Meta,2025-10-03T00:09:21Z,OpenAI's Sora 2 is putting safety and censorship to the test with stunningly real videos,"Fresh off a $6.6 billion share sale that cemented its $500 billion valuation, OpenAI is viral with Sora 2, its first feed-driven video app."
https://techcrunch.com/2025/10/02/anthropic-hires-new-cto-with-focus-on-ai-infrastructure/,Meta,2025-10-02T19:04:43Z,Anthropic hires new CTO with focus on AI infrastructure | TechCrunch,"As part of the change, Anthropic is updating the structure of its core technical group, bringing the company's product-engineering team into closer contact with the infrastructure and inference teams."
https://techcrunch.com/2025/10/02/threads-takes-on-x-with-new-communities-feature/,Meta,2025-10-02T17:00:00Z,Threads takes on X with new communities feature,"Threads officially debuts communities, dedicated spaces to have casual chats around a topic."
https://techcrunch.com/2025/10/02/openai-is-the-worlds-most-valuable-private-company-after-private-stock-sale/,Meta,2025-10-02T14:38:02Z,OpenAI is the world's most valuable private company after private stock sale | TechCrunch,OpenAI is the world's most valuable private company after private stock sale | TechCrunchtechcrunch.com
https://techcrunch.com/2025/10/02/apple-shelves-vision-pro-overhaul-to-focus-on-ai-glasses/,Meta,2025-10-02T14:06:13Z,Apple shelves Vision Pro overhaul to focus on AI glasses,Bloomberg reports that the tech giant is developing at least two types of smart glasses.
https://www.cnbc.com/2025/10/02/meta-wants-to-bring-its-business-ai-chat-tools-to-third-party-websites.html,Meta,2025-10-02T13:00:01Z,Meta wants to bring its Business AI chat tools to third-party websites,Meta debuted Business AI digital assistant for companies to offer to their customers more personalized product recommendations via chat interactions.
https://www.cnbc.com/2025/10/02/openai-share-sale-500-billion-valuation.html,Meta,2025-10-02T06:05:26Z,OpenAI wraps $6.6 billion share sale at $500 billion valuation,"OpenAI has completed a $6.6 billion secondary share sale at a $500 billion valuation, cementing its status as the most valuable private company in the world."
https://techcrunch.com/2025/10/01/instagram-head-says-company-is-not-using-your-microphone-to-listen-to-you-with-ai-data-it-wont-need-to/,Meta,2025-10-01T22:19:51Z,"Instagram head says company is not using your microphone to listen to you. (With AI data, it won’t need to.)","Instagram leader Adam Mosseri says the company is not secretly listening to your conversations. At least, not through the microphone."
https://techcrunch.com/2025/10/01/californias-new-ai-safety-law-shows-regulation-and-innovation-dont-have-to-clash/,Meta,2025-10-01T20:02:00Z,California’s new AI safety law shows regulation and innovation don’t have to clash  | TechCrunch,"“Are bills like SB 53 the thing that will stop us from beating China? No,” said Adam Billen, vice president of public policy at youth-led advocacy group Encode AI. “I think it is just genuinely intellectually dishonest to say that that is the thing that will …"
https://www.cnbc.com/2025/10/01/google-cloud-unit-layoffs.html,Meta,2025-10-01T18:58:20Z,Google cuts more than 100 design-related roles in cloud unit,The latest layoffs come as Google accelerates cuts to focus spending on artificial intelligence infrastructure.
https://techcrunch.com/2025/10/01/openais-new-social-app-is-filled-with-terrifying-sam-altman-deepfakes/,Meta,2025-10-01T18:04:30Z,OpenAI's new social app is filled with terrifying Sam Altman deepfakes | TechCrunch,OpenAI's new social app is filled with terrifying Sam Altman deepfakes | TechCrunchtechcrunch.com
https://www.cnbc.com/2025/10/01/microsoft-wants-to-mainly-use-its-own-ai-chips-in-the-future.html,Meta,2025-10-01T14:07:20Z,Microsoft wants to mainly use its own AI data center chips in the future,Microsoft has been developing its own chips for the data center designed to handle artificial intelligence workloads.
https://www.cnbc.com/2025/10/01/meta-facebook-instagram-ads-ai-chat.html,Meta,2025-10-01T13:00:02Z,"Meta greenlights Facebook, Instagram ads based on your AI chats",Meta will show ads and other content to users based on their interactions with the Meta AI digital assistant and other generative artificial intelligence tools.
https://techcrunch.com/2025/10/01/meta-plans-to-sell-targeted-ads-based-on-data-in-your-ai-chats/,Meta,2025-10-01T13:00:00Z,Meta plans to sell targeted ads based on data in your AI chats,Meta plans to use data from your interactions with AI products to sell targeted ads on Facebook and Instagram.
https://www.cnbc.com/2025/10/01/cnbcs-the-china-connection-newsletter-chinas-k-visa-plans-spark-worries-of-a-talent-flood.html,Meta,2025-10-01T08:28:32Z,CNBC's The China Connection newsletter: China's K-visa plans spark worries of a talent flood,"Despite signaling a greater openness to global talent, the policy does not represent a sweeping liberalization of China's immigration stance."
https://www.cnbc.com/2025/10/01/cnbc-daily-open-the-us-government-shuts-down-after-stocks-end-september-buzzing.html,Meta,2025-10-01T06:40:07Z,CNBC Daily Open: The U.S. government shuts down after stocks end September buzzing,"While the U.S. government has been put to sleep at the end of September, investors, hopefully, had their eyes peeled during the month."
https://www.cnbc.com/2025/10/01/cnbc-daily-open-a-september-no-investor-wanted-to-sleep-on.html,Meta,2025-10-01T01:24:51Z,CNBC Daily Open: A September no investor wanted to sleep on,"While the U.S. government will be put to sleep when September ends, investors, hopefully, had their eyes peeled during the month."
https://techcrunch.com/2025/09/30/openai-is-launching-the-sora-app-its-own-tiktok-competitor-alongside-the-sora-2-model/,Meta,2025-09-30T18:33:55Z,"OpenAI is launching the Sora app, its own TikTok competitor, alongside the Sora 2 model | TechCrunch","The social app Sora will let users generate videos of themselves and their friends, which they can share in a TikTok-like feed."
https://techcrunch.com/2025/09/30/tech-layoffs-2025-list/,Meta,2025-09-30T16:53:59Z,A comprehensive list of 2025 tech layoffs | TechCrunch,"A complete list of all the known layoffs in tech, from Big Tech to startups, broken down by month throughout 2024 and 2025."
https://www.cnbc.com/2025/09/30/nvidias-market-cap-tops-4point5-trillion-on-ai-infrastructure-deals.html,Meta,2025-09-30T16:29:48Z,Nvidia's market cap tops $4.5 trillion after string of AI infrastructure deals,"Nvidia shares are up about 39% so far in 2025, as investors continue pouring money into the leading developer of AI chips."
https://techcrunch.com/2025/09/30/ai-that-talks-back-character-ai-in-the-spotlight-with-karandeep-anand-at-techcrunch-disrupt-2025/,Meta,2025-09-30T15:33:46Z,Character.AI in the spotlight with Karandeep Anand at Disrupt 2025 | TechCrunch,"Karandeep Anand (Character.AI) joins TechCrunch Disrupt 2025 to discuss the rise of human-like AI companions, ethical dilemmas, and regulatory scrutiny. Register now."
https://www.cnbc.com/2025/09/30/ai-chip-company-cerebras-raises-1-billion-in-pre-ipo-funding-round.html,Meta,2025-09-30T13:00:01Z,AI chip company Cerebras raises $1 billion in pre-IPO funding round,Cerebras is raising fresh capital to expand manufacturing as it tries to keep up with demand from Meta and other customers.
https://www.cnbc.com/2025/09/30/coreweave-meta-deal-ai.html,Meta,2025-09-30T12:52:07Z,CoreWeave stock climbs 8% after company lands $14 billion deal with Meta,
https://www.cnbc.com/2025/09/30/5-things-to-know-before-the-stock-market-opens.html,Meta,2025-09-30T12:16:29Z,5 things to know before the stock market opens Tuesday,Here are five key things investors need to know to start the trading day.
https://www.cnbc.com/2025/09/30/ai-data-center-boom-meets-realities-of-tough-labor-market.html,Meta,2025-09-30T12:00:01Z,AI data center boom has to contend with realities of tough labor market,"As tech giants open their wallets to rapidly build data centers of the future, the labor market could stand in their way."
https://www.cnbc.com/2025/09/30/amazon-devices-alexa-echo-kindle.html,Meta,2025-09-30T11:30:01Z,"It's Amazon's turn to show off new devices: All eyes on Alexa+, Echo and Kindle",Amazon CEO Andy Jassy in February teased artificial intelligence upgrades to its devices lineup.
https://www.cnbc.com/2025/10/04/founders-and-vcs-weigh-in-on-the-uks-ambition-deficit.html,Nvidia,2025-10-04T01:17:25Z,'The system is rigged': Founders and VCs weigh in on the UK's ambition deficit,"""The ones that are left in the U.K. are here with gritted teeth, like by hook or by crook,"" one founder told CNBC Make It of Britain's entrepreneurs."
